Name,Surname,Student ID,GPA,Department,Enrollment Year,Date of Birth
Joseph,Stewart,2506811496,1.02,Electrical and Electronics Engineering,2021,1991-07-16
James,Rice,2872528442,1.02,Law,2021,1993-03-28
Mallory,Wells,1271944068,1.02,Law,2012,1998-06-12
Dylan,Knight,2393579998,1.02,Architecture,2016,1983-09-18
Chelsey,Hodges,2416982942,1.02,Biology,2017,1989-12-02
Kevin,Phillips,1468681227,1.02,Civil Engineering,2016,1985-01-02
Teresa,Davis,2439269725,1.02,Business Administration,2022,1962-08-25
Crystal,Mills,1715538885,1.02,Industrial Engineering,2013,2005-09-21
Lauren,Pittman,1364375895,1.02,Architecture,2022,2001-07-09
Evan,Lee,1455950274,1.02,Environmental Engineering,2012,1980-12-16
Rachel,Jacobs,1635038028,1.02,Agricultural Engineering,2018,1993-11-03
Diana,Davenport,2391189295,1.02,Civil Engineering,2010,2005-02-18
Michael,Mercer,1219914423,1.02,Electrical and Electronics Engineering,2019,1978-08-16
Ann,Dixon,2074050334,1.02,Agricultural Engineering,2013,1969-04-06
Nicole,Lewis,1215349582,1.02,Literature,2020,1967-12-10
Daniel,Schneider,1657445706,1.02,Civil Engineering,2015,1953-11-02
Jennifer,Meyer,2277943835,1.02,Business Administration,2022,2004-02-28
Kara,Cooley,2109600039,1.02,Tourism,2014,1959-04-02
Kathryn,George,2267477306,1.02,Maritime Studies,2015,1961-11-24
Sara,Carrillo,2352659798,1.02,Electrical and Electronics Engineering,2015,2002-03-25
Lucas,Williams,2412509865,1.02,Environmental Engineering,2010,1965-02-24
Laura,Ray,1721392300,1.02,Environmental Engineering,2017,1961-11-25
Andrew,Williams,2738962724,1.02,Electrical and Electronics Engineering,2020,1996-03-14
Jacqueline,Martinez,2606444990,1.02,Mathematics,2014,2002-10-16
Tracey,Shaffer,2393543395,1.02,Agricultural Engineering,2017,2000-12-22
Sherry,Robbins,1348872318,1.02,Industrial Engineering,2013,1989-01-26
Daniel,Thomas,1614580658,1.02,Tourism,2017,1991-09-02
Javier,Harris,1239944930,1.02,Civil Engineering,2021,1995-10-27
Jorge,Lee,2997427063,1.02,Civil Engineering,2016,2002-09-23
Alexandra,Harris,1130580974,1.02,Chemistry,2012,1962-03-23
Brian,Craig,2015854475,1.02,Architecture,2020,1988-09-26
Gerald,Thomas,2345533560,1.03,Computer Engineering,2021,1977-09-03
Marcus,Garrett,2783912661,1.03,Business Administration,2013,1956-08-02
James,Vargas,2756625847,1.03,Food Engineering,2021,1974-08-22
Jason,Cook,2914146928,1.03,Mathematics,2019,1955-07-12
Diana,Washington,1776497368,1.03,Agricultural Engineering,2011,1953-04-02
Jennifer,Stone,2957690573,1.03,Maritime Studies,2022,1968-09-09
Charles,Moss,2797384197,1.03,Environmental Engineering,2019,2002-04-12
Michele,Wise,2109339889,1.03,Electrical and Electronics Engineering,2014,1980-10-25
Nicole,Gutierrez,1181584314,1.03,Civil Engineering,2020,2000-05-20
Ashley,Williams,2215704665,1.03,Industrial Engineering,2020,1997-04-21
Claudia,Wallace,1722660860,1.03,Biology,2016,1998-02-07
Stacy,Christensen,1951276117,1.03,Tourism,2017,1976-05-18
Carlos,Garcia,1907617681,1.03,Computer Engineering,2013,1954-10-03
Antonio,Duran,1140004665,1.03,Food Engineering,2010,1958-04-05
Yvette,Mata,2852401515,1.03,Biology,2020,1961-09-10
Laura,Nunez,2997442352,1.03,Business Administration,2022,1988-07-07
Brian,Baker,2523702440,1.03,Biology,2018,1997-03-16
Chad,Carlson,2966327986,1.03,Chemistry,2016,1953-03-25
Christopher,Mccarthy,1032659696,1.03,Agricultural Engineering,2020,1953-09-05
Michael,Johnson,2134474568,1.03,Physics,2019,1970-05-21
Courtney,Daugherty,1202167746,1.03,Food Engineering,2013,1997-02-06
Christina,Hunter,1727442637,1.03,Business Administration,2016,1988-04-14
Zachary,Martinez,2080446293,1.03,Chemistry,2017,1984-06-15
Linda,Gardner,1359462911,1.03,Environmental Engineering,2018,1976-09-26
Catherine,Warren,1526970381,1.03,Business Administration,2022,1955-05-02
Claire,Hood,2815105294,1.03,History,2020,1998-04-12
Sarah,Wu,2681154342,1.03,Environmental Engineering,2011,1958-11-16
Samantha,Jennings,1158991967,1.03,Business Administration,2012,1967-08-06
Richard,Mason,1320497754,1.03,Physics,2018,1995-11-20
Rebecca,Li,1385134450,1.03,History,2020,1969-12-22
Luis,Ochoa,2247388053,1.03,Chemical Engineering,2017,1982-09-24
Diana,Walton,1408006663,1.03,Chemistry,2020,1996-04-16
Connie,Williams,2213555258,1.03,Tourism,2021,1990-09-09
Lisa,Mcintosh,2832356734,1.03,Maritime Studies,2016,1992-11-07
Mary,Tucker,2707487537,1.03,Environmental Engineering,2018,1999-01-06
Christina,Robinson,1777286064,1.04,Maritime Studies,2012,2003-02-26
Jason,Barr,2582018297,1.04,Psychology,2020,1961-11-12
Michael,Lindsey,2857831918,1.04,Food Engineering,2014,1999-11-14
Adam,May,2377792033,1.04,Environmental Engineering,2021,1971-05-15
Heather,Ayala,1685219411,1.04,Literature,2016,1954-07-17
Destiny,Lara,1408618118,1.04,Biology,2021,1959-08-27
Barbara,Bridges,1951780686,1.04,Chemical Engineering,2019,1982-04-23
Jason,Parrish,2632173982,1.04,Physics,2020,1975-02-27
Joseph,Long,2344763136,1.04,Maritime Studies,2019,1969-11-08
Heather,Hernandez,2215542123,1.04,Maritime Studies,2013,1968-08-19
Michelle,Grant,1400773164,1.04,Chemistry,2017,1960-04-11
Diana,Smith,2044624287,1.04,Mechanical Engineering,2017,1972-10-04
Rebecca,Johnson,2815618366,1.04,Agricultural Engineering,2014,1951-05-16
Laura,Huffman,1013384180,1.04,Architecture,2013,1967-04-09
Mary,Turner,1583292236,1.04,Maritime Studies,2012,1987-12-23
Shannon,Riley,2305255575,1.04,Maritime Studies,2012,1971-09-28
Jessica,Andrade,2017513634,1.04,Computer Engineering,2012,2003-10-09
Julie,Lowe,2041960368,1.04,Literature,2021,1953-09-22
Derrick,Johnson,1194917615,1.04,History,2019,1994-04-25
David,Anderson,1853855859,1.04,Business Administration,2022,1953-05-06
Ashley,Wood,2147906744,1.04,Electrical and Electronics Engineering,2013,1996-07-09
Daniel,Haas,2853529667,1.04,Maritime Studies,2022,1963-07-06
Richard,Wagner,2957283598,1.04,History,2019,2005-11-16
Kristen,Banks,2255956417,1.04,Architecture,2017,1969-10-24
Mary,Peterson,1143856852,1.04,Maritime Studies,2019,1998-05-03
Donald,Stanley,2575481125,1.04,Food Engineering,2010,1969-04-21
Brianna,Winters,1560294796,1.04,Psychology,2016,1993-09-06
Anna,Murphy,2844790756,1.04,Electrical and Electronics Engineering,2016,1994-04-05
Philip,Hicks,1286292978,1.04,Environmental Engineering,2019,1981-06-27
Amber,Rice,2773137292,1.05,Agricultural Engineering,2017,2005-12-21
David,Bailey,1227295918,1.05,Business Administration,2010,1998-07-12
Jeffrey,Eaton,1443477137,1.05,Mathematics,2020,1979-04-14
Denise,Hill,2682921510,1.05,Electrical and Electronics Engineering,2016,1962-10-25
Michael,Weeks,1506744451,1.05,Tourism,2017,1981-02-27
Michele,Barber,1676335902,1.05,Sociology,2021,1960-01-22
Angela,Boyer,1491070120,1.05,Electrical and Electronics Engineering,2020,1967-03-02
Danielle,Steele,1374074522,1.05,Architecture,2020,1961-06-17
Mary,West,1785199925,1.05,History,2018,1982-05-03
Timothy,Campos,1336974470,1.05,Environmental Engineering,2013,1976-01-11
Rebecca,Walker,2196164011,1.05,Civil Engineering,2013,1984-06-04
Joyce,Rodriguez,1376840609,1.05,Electrical and Electronics Engineering,2017,1996-09-03
Michelle,Dixon,1614143632,1.05,Computer Engineering,2011,1954-01-17
Thomas,Jones,1503510469,1.05,History,2012,1981-08-16
Caleb,Hughes,2033745795,1.05,Mathematics,2014,1994-03-28
Kristopher,Cochran,2217322203,1.05,Literature,2017,1977-08-18
Steven,Adams,2767805412,1.05,Biology,2019,1958-07-01
Stacey,Campbell,2133505542,1.05,Civil Engineering,2018,1986-07-22
Caleb,Arroyo,2490287474,1.05,Tourism,2022,1976-02-01
Amy,Lowery,2060920848,1.05,Electrical and Electronics Engineering,2011,1987-01-10
Veronica,Garrett,1474640540,1.05,Mathematics,2013,2005-07-25
Jason,Parker,1397446521,1.05,Physics,2017,1988-08-18
Barbara,Lawson,2828763527,1.05,Business Administration,2019,1969-12-06
Rebecca,Johnson,1261292080,1.05,History,2016,1955-03-05
Joseph,Wood,1162718435,1.05,Biology,2022,1959-08-07
Andrea,Pierce,2156926424,1.05,Environmental Engineering,2018,1982-10-23
Christopher,Rodgers,2789756584,1.05,Biology,2010,1955-05-21
Frank,Fleming,1647268781,1.05,Mathematics,2014,1959-01-16
Leslie,Weaver,1828239828,1.05,Tourism,2014,1974-09-23
Kyle,Riley,1711745487,1.05,Psychology,2014,2004-12-11
Kristy,Williams,1136901530,1.05,Sociology,2021,1982-05-18
Robyn,Hernandez,2539544556,1.05,Law,2015,1975-11-06
Julie,Ryan,1462979386,1.05,Computer Engineering,2014,1957-10-01
John,Rodriguez,2098332332,1.05,Mechanical Engineering,2021,1964-04-11
Anita,Brown,2197892256,1.05,Mechanical Engineering,2019,1983-04-11
Alan,Morgan,2080230415,1.05,Sociology,2017,1970-11-16
Jason,Bridges,2309821592,1.06,Law,2022,1999-04-09
Courtney,Harris,2566654888,1.06,Mechanical Engineering,2015,1973-12-01
Derrick,Tucker,1509849551,1.06,Psychology,2021,1952-12-10
Craig,Johnson,2075834775,1.06,Literature,2011,1952-05-05
Jennifer,Mccarty,2248082123,1.06,Environmental Engineering,2018,1998-07-18
Scott,Williams,1589081632,1.06,Electrical and Electronics Engineering,2021,1965-07-04
Rebecca,Roberts,2996257671,1.06,Literature,2011,1959-08-16
Christina,Turner,2946957053,1.06,Industrial Engineering,2022,1964-11-03
David,Wilkins,1091201304,1.06,Civil Engineering,2010,2002-03-02
Joshua,Daugherty,1167014418,1.06,Literature,2019,1997-12-21
Kyle,Stein,2757606932,1.06,Biology,2022,1993-05-13
Steven,Harris,2024505772,1.06,Environmental Engineering,2010,1962-06-16
Andrea,Kim,1330451609,1.06,Chemical Engineering,2011,1986-11-04
Mario,Paul,1261392237,1.06,Food Engineering,2011,1993-09-02
Nicole,Gutierrez,2300791563,1.06,Tourism,2022,1999-02-14
Bryan,Merritt,1345664990,1.06,Food Engineering,2018,2003-12-07
Debra,Smith,2663112002,1.06,Chemical Engineering,2016,1974-01-20
Kristin,Walker,2831319029,1.06,Law,2018,1984-01-23
Derrick,Perry,1003814477,1.06,Environmental Engineering,2020,1978-03-06
Lawrence,Hawkins,1965131182,1.06,Food Engineering,2020,1951-12-18
Patricia,Henson,2311950213,1.06,Industrial Engineering,2010,1960-12-10
Craig,Daniels,1943553416,1.06,Literature,2010,1972-04-20
Clifford,Church,2721290971,1.06,Environmental Engineering,2012,1950-04-26
Nicholas,Blake,1457151131,1.06,Food Engineering,2016,1964-03-20
Helen,Perez,1890447201,1.06,Environmental Engineering,2018,1976-11-02
Patricia,Wagner,2811520738,1.06,Biology,2015,1968-04-20
Maria,White,2251038757,1.06,Biology,2010,1997-04-11
Laura,Morris,2404502627,1.06,Chemistry,2016,1967-09-10
Steven,Jennings,1568074642,1.06,Literature,2015,1974-03-23
Tyler,Alexander,1113693975,1.07,Physics,2020,1993-10-24
Richard,Moss,2952563782,1.07,Architecture,2021,1958-10-19
Barbara,Blevins,1838822863,1.07,Literature,2018,1999-05-20
Carl,Fisher,1980400760,1.07,History,2010,1983-12-26
Megan,Stone,1375442066,1.07,Agricultural Engineering,2017,1965-04-09
Matthew,Garcia,1729486644,1.07,Chemistry,2012,2003-12-16
Brandon,Rogers,1658647130,1.07,Tourism,2013,1967-08-02
Jeremy,Allen,2689199493,1.07,Psychology,2013,1971-01-24
Mary,Duncan,1282676516,1.07,Architecture,2022,2004-09-07
Joseph,Ayers,2109400882,1.07,Chemical Engineering,2011,1956-01-08
John,James,2000210143,1.07,Civil Engineering,2011,1959-10-11
Christopher,Park,1444421134,1.07,Agricultural Engineering,2012,1964-09-09
Vanessa,Mckinney,2742756609,1.07,Computer Engineering,2021,1958-10-25
Brandon,Johnson,1051729537,1.07,Food Engineering,2014,1965-11-07
Levi,Lopez,2604371791,1.07,Chemistry,2021,1954-03-27
Richard,Carroll,1656143865,1.07,History,2010,1959-09-05
Kimberly,Bass,2088748292,1.07,Maritime Studies,2011,1975-04-05
Paula,Martin,2853528928,1.07,Law,2010,1980-08-07
Bobby,Stewart,1173710625,1.07,Civil Engineering,2016,1976-11-10
Kelli,Wallace,1608209141,1.07,Business Administration,2014,1986-04-11
Paul,Mcmillan,2360951950,1.07,Chemistry,2017,1963-12-26
Frank,Spears,1574409616,1.07,Physics,2020,1974-04-02
Randy,Brown,2690112806,1.07,Chemical Engineering,2014,1975-03-07
Harry,Clarke,1811646596,1.07,Agricultural Engineering,2017,1951-10-27
Charles,Jimenez,1681749696,1.07,Law,2014,1960-04-20
Dave,Fernandez,2136946527,1.07,Electrical and Electronics Engineering,2020,1958-10-22
Jessica,Atkins,2547010623,1.07,Literature,2016,1984-02-19
Jason,Ashley,1923747971,1.07,Mathematics,2016,1996-07-05
Randy,Mendez,2032882109,1.07,Agricultural Engineering,2010,1967-04-28
Melissa,Mcmahon,1990171162,1.07,Sociology,2017,1984-06-12
Christopher,Taylor,2646947588,1.07,Architecture,2013,1990-03-06
Aaron,Hernandez,1508474474,1.07,Psychology,2014,1981-12-17
Valerie,Todd,1711620191,1.07,Literature,2022,1965-10-16
Zachary,Bright,2939335804,1.08,Environmental Engineering,2021,1992-09-02
Jackie,Rios,2669427810,1.08,Chemical Engineering,2020,2004-06-21
Sean,Black,2823284791,1.08,Physics,2011,1970-11-06
Robert,Patel,1694982397,1.08,Psychology,2014,1985-10-23
Dustin,Porter,1658975684,1.08,Environmental Engineering,2013,1957-06-04
Jeffrey,Martin,2077911438,1.08,Mathematics,2017,1979-03-07
Christine,Mercado,2505115427,1.08,Electrical and Electronics Engineering,2021,1958-02-03
Joann,Gonzalez,1749811798,1.08,Agricultural Engineering,2018,1974-06-06
Amber,Watkins,1121601804,1.08,Food Engineering,2011,1954-11-12
John,Shelton,2893463161,1.08,Maritime Studies,2012,1977-03-13
Gerald,Boyd,2226359470,1.08,Biology,2019,1977-12-23
Kathleen,Schultz,2249364838,1.08,Computer Engineering,2016,1997-08-28
Cynthia,Sellers,2507195903,1.08,Sociology,2010,1987-10-07
Calvin,Peterson,2040733605,1.08,Mechanical Engineering,2022,1995-04-17
Eric,Oconnor,2473227548,1.08,Business Administration,2020,1990-01-02
Michael,Baker,1730899175,1.08,Mathematics,2015,1968-11-19
Kelly,Fitzpatrick,2279374982,1.08,Sociology,2020,1973-07-13
Thomas,Greer,2301470630,1.08,Chemical Engineering,2016,1993-04-26
Joel,Flowers,1517525358,1.08,Psychology,2018,1962-03-27
Laura,Mccarty,1666471185,1.08,Architecture,2018,2000-08-23
Tracy,Reynolds,1787087297,1.08,Mathematics,2019,1983-10-09
Christopher,Davis,2824266391,1.08,Environmental Engineering,2010,1989-01-22
Melissa,Johnson,2393104609,1.08,Mechanical Engineering,2011,1969-10-09
Kristen,Sanchez,1219222346,1.08,Food Engineering,2021,1986-06-26
Timothy,Wilson,1660851719,1.08,Maritime Studies,2020,1951-09-05
Abigail,Richardson,2510579112,1.08,Mathematics,2021,1969-09-20
Scott,Carson,1233674647,1.08,Civil Engineering,2020,1993-04-04
Jennifer,Smith,1953668757,1.08,Architecture,2018,1963-07-04
Aaron,Ellison,1623724316,1.08,Maritime Studies,2018,1961-02-25
Kenneth,Peterson,1622577108,1.08,Mechanical Engineering,2022,1966-10-15
Carl,Davis,2534751107,1.09,Architecture,2018,1971-12-15
Gerald,Ward,1059576611,1.09,Environmental Engineering,2018,1974-09-10
Theresa,Nelson,1868059331,1.09,Food Engineering,2020,1988-11-28
Christopher,Anderson,2556415483,1.09,Physics,2014,1995-11-09
Laura,Solis,1153522500,1.09,History,2011,1968-08-14
Lisa,Gilbert,1449692910,1.09,Chemical Engineering,2010,2004-10-03
Jeffrey,Alvarez,1545916072,1.09,Computer Engineering,2020,1956-12-08
Michael,Allen,1709517349,1.09,Maritime Studies,2013,1950-12-17
Teresa,Mcclure,1099577316,1.09,Environmental Engineering,2019,1971-07-12
Nicole,Mccarthy,1844718546,1.09,Literature,2014,1973-02-15
Crystal,Roberts,1806362750,1.09,Chemistry,2020,1996-11-14
Andrew,Fischer,1510813918,1.09,Architecture,2019,2001-02-04
Brittany,Mcclure,1026690632,1.09,Mechanical Engineering,2021,1977-10-06
Antonio,Nelson,2108836198,1.09,Psychology,2016,1958-01-06
Erin,Mason,2672260627,1.09,Business Administration,2017,1972-01-04
Sarah,Jackson,2687848459,1.09,Physics,2016,1970-11-05
Ronald,Jones,1568300425,1.09,Literature,2016,1951-03-27
Anthony,Parker,2612152198,1.09,Literature,2018,1988-08-11
Heather,Payne,1800806266,1.09,Maritime Studies,2016,1967-06-24
Cameron,Richardson,2197066863,1.09,Chemistry,2011,1965-09-18
Randy,Thompson,1389333748,1.09,Environmental Engineering,2022,1999-08-26
Jennifer,Turner,2320506040,1.09,Food Engineering,2013,2003-09-04
Christine,Duncan,1614854610,1.09,Civil Engineering,2019,1989-09-09
David,Johnson,1476034795,1.09,Chemical Engineering,2018,1983-09-08
Mitchell,Morrow,1304643352,1.09,Tourism,2012,1951-12-04
Samuel,Orozco,1436113335,1.09,Agricultural Engineering,2014,2004-04-13
Destiny,Wilson,1930510698,1.09,Industrial Engineering,2010,1969-09-13
Cathy,Lopez,2520637437,1.09,Maritime Studies,2022,1972-08-19
Jamie,Randall,1915884510,1.09,Chemical Engineering,2015,1986-04-16
Lacey,Dawson,2168338331,1.09,Literature,2014,2005-11-07
Anthony,Figueroa,1580337473,1.09,Law,2013,1964-12-27
Julie,Henry,2473619009,1.09,Business Administration,2010,1974-02-05
Amanda,West,1805864176,1.09,Maritime Studies,2019,1988-12-20
Michelle,Vega,2338550734,1.09,Mechanical Engineering,2013,1978-09-28
Robin,Kramer,2435540100,1.09,Psychology,2012,1951-10-26
Charles,Nguyen,2731669317,1.1,Chemical Engineering,2018,1975-08-02
Felicia,White,1190929757,1.1,Architecture,2011,2005-05-24
Thomas,Davis,2698817566,1.1,Business Administration,2022,1990-04-14
Andrea,Brady,2537484121,1.1,Literature,2012,1960-08-08
Jessica,Andrews,1374915497,1.1,Computer Engineering,2016,1994-07-17
Mary,Ortiz,2377467882,1.1,Mechanical Engineering,2013,1994-09-11
Eric,Ellis,2474142468,1.1,Industrial Engineering,2012,1978-11-04
Sharon,Walker,1078144573,1.1,Mechanical Engineering,2018,1972-03-16
Matthew,French,2866796712,1.1,Law,2022,1983-02-23
Cathy,Rivers,2117760142,1.1,Law,2019,1982-10-28
Christina,Hutchinson,1880093072,1.1,Maritime Studies,2020,1956-02-17
Michael,Collins,1282891653,1.1,Industrial Engineering,2010,2000-01-08
Whitney,Lester,1742714134,1.1,Industrial Engineering,2020,1969-03-09
Jill,Snyder,1672487712,1.1,Electrical and Electronics Engineering,2020,1997-08-06
Richard,Cook,1712778149,1.1,Law,2016,2004-09-09
Bianca,Salas,1545263952,1.1,Psychology,2017,1999-04-28
Michael,Horton,2945805038,1.1,Mechanical Engineering,2012,1964-04-11
Michael,Kelly,1943057711,1.1,Law,2010,1998-03-21
Richard,Wright,2825777978,1.1,Mechanical Engineering,2020,1988-11-05
Kristin,Kline,2724456598,1.1,Chemistry,2013,1968-12-19
Patricia,Taylor,1471734809,1.1,Agricultural Engineering,2012,1984-07-17
Sylvia,Chapman,1889556832,1.1,Tourism,2013,2002-11-27
Heidi,Bryant,1422193905,1.1,Biology,2016,1992-03-01
David,Perez,1712586457,1.1,Business Administration,2017,1992-10-06
Julie,Hunter,2759076374,1.1,Environmental Engineering,2016,1967-08-06
Leslie,Strong,2056197699,1.1,Food Engineering,2021,2004-06-18
Rachel,Olson,2305313351,1.1,Biology,2010,2000-04-19
Tina,Smith,2204320465,1.1,Agricultural Engineering,2017,1958-06-07
Dylan,Sexton,2640785440,1.1,Agricultural Engineering,2011,2002-04-26
Kathryn,Walton,1638939119,1.11,Business Administration,2011,1995-05-25
Briana,Morrison,2884370653,1.11,Physics,2012,1991-10-03
Sean,Zuniga,2160841477,1.11,Computer Engineering,2018,1992-08-20
Charles,English,2297799746,1.11,Mechanical Engineering,2017,1981-09-04
Mark,Brown,2871830553,1.11,Chemistry,2013,2003-12-20
Keith,Lane,1867315219,1.11,Biology,2020,1964-10-09
Jeanne,Lewis,2031592016,1.11,Environmental Engineering,2017,1971-10-18
Lori,Golden,1150920527,1.11,Maritime Studies,2010,1985-02-21
Rebecca,Villarreal,2953352597,1.11,Psychology,2015,1991-12-28
Jonathan,Young,2396431925,1.11,Agricultural Engineering,2011,1971-08-08
David,Adams,1050775739,1.11,Chemical Engineering,2017,1951-05-17
Nathaniel,Lopez,2521832342,1.11,Environmental Engineering,2017,1955-05-02
Ashley,Singh,1296138280,1.11,Business Administration,2022,1987-05-04
Charles,Eaton,1858108338,1.11,Business Administration,2017,1998-04-08
Andrew,Washington,1239992089,1.11,Sociology,2018,1988-05-12
Julie,Juarez,1344488719,1.11,Chemical Engineering,2019,1972-05-24
Ricky,Atkinson,2433672963,1.11,Maritime Studies,2010,1992-12-02
Jeanne,Stewart,2112101494,1.11,Tourism,2015,1968-03-08
Sean,Green,1815085696,1.11,Maritime Studies,2011,1999-01-26
Keith,Williams,2637109001,1.11,Agricultural Engineering,2018,1976-11-26
Robin,Daniels,1726543609,1.11,Mathematics,2016,1975-12-07
Lisa,Jones,2881473011,1.11,Electrical and Electronics Engineering,2017,1980-05-02
Daniel,Estrada,1209417524,1.11,Architecture,2015,1993-02-14
Steven,Montgomery,2709585490,1.11,Chemical Engineering,2021,1963-11-03
Kimberly,Lee,2645311790,1.11,Chemical Engineering,2015,1955-06-13
Stephanie,Thomas,1584095976,1.11,Food Engineering,2022,1992-08-01
Andrew,Murray,2699181671,1.11,Physics,2022,1990-05-02
Bonnie,Smith,2038538913,1.11,Electrical and Electronics Engineering,2015,1986-06-02
Monica,Lane,1256702054,1.11,Mechanical Engineering,2020,1952-02-20
Elizabeth,Moyer,1467546249,1.11,Electrical and Electronics Engineering,2021,1976-12-03
Bethany,Avila,2519566797,1.11,Law,2011,1968-12-22
Michael,Meyers,2840265040,1.12,Food Engineering,2019,1953-02-04
Ashley,Carpenter,1554163789,1.12,Tourism,2013,1982-09-02
Richard,Garcia,1693146860,1.12,Environmental Engineering,2020,1977-10-18
Jonathan,Smith,1038179778,1.12,Computer Engineering,2020,1976-12-27
James,Williams,1474432863,1.12,Computer Engineering,2012,1961-11-16
Michael,Perez,2649058818,1.12,Physics,2011,1971-10-02
Jacob,Smith,1824673325,1.12,Environmental Engineering,2019,1961-10-27
Latoya,Young,1945431414,1.12,Law,2013,1972-04-22
Nancy,Vazquez,1785436896,1.12,Physics,2017,1967-10-02
Ashley,Hawkins,1112329869,1.12,Civil Engineering,2016,1974-12-16
Steven,Ruiz,2742629640,1.12,Literature,2011,1963-10-26
Kayla,Huerta,1123255474,1.12,History,2017,1991-07-14
Todd,Moore,2924166553,1.12,Agricultural Engineering,2017,1951-10-14
Rhonda,Rivas,2927443265,1.12,Law,2020,1988-05-05
Mary,Williams,2581431155,1.12,Chemical Engineering,2019,1980-09-15
Amanda,Chandler,1149864713,1.12,Food Engineering,2011,1998-04-26
James,Cook,1509791336,1.12,Maritime Studies,2010,1963-02-05
Samantha,Moore,1428084902,1.12,Agricultural Engineering,2020,1971-02-18
Julia,Mcfarland,1445365220,1.12,Mathematics,2020,2004-12-20
Janet,Vargas,2037066810,1.12,Food Engineering,2016,1995-12-18
Frances,Richmond,1460796201,1.12,Industrial Engineering,2012,2000-07-13
Jeffrey,Lucas,1938139607,1.12,Tourism,2016,1954-12-20
Kayla,Davis,2705897655,1.12,Architecture,2019,1980-12-10
