Name,Surname,Student ID,GPA,Department,Enrollment Year,Date of Birth
Jared,White,2467972280,1.14,Chemistry,2020,2004-12-23
Alex,Harvey,2342948097,1.16,Environmental Engineering,2011,2004-12-23
Tammy,Gonzalez,2032627978,3.78,Electrical and Electronics Engineering,2015,2004-12-22
Julia,Mcfarland,1445365220,1.12,Mathematics,2020,2004-12-20
Jimmy,Rogers,2732674603,2.66,Civil Engineering,2010,2004-12-19
Samantha,Marshall,1196624595,3.89,Sociology,2010,2004-12-16
Samantha,Lewis,2014119678,1.6,Architecture,2018,2004-12-14
Kyle,Riley,1711745487,1.05,Psychology,2014,2004-12-11
Christopher,Gomez,2647268472,2.68,Civil Engineering,2014,2004-12-10
Calvin,Clayton,2247196892,2.16,Maritime Studies,2019,2004-12-09
Kimberly,Jackson,1539022804,1.89,Electrical and Electronics Engineering,2014,2004-12-08
Alison,Munoz,1347825667,3.54,Psychology,2012,2004-12-07
Lori,Green,2919716120,2.61,Food Engineering,2018,2004-12-07
John,Webb,1317006567,1.25,Maritime Studies,2013,2004-12-06
Deborah,Hayes,2495863268,1.22,Architecture,2015,2004-12-06
Sean,Nash,2167540920,3.71,Electrical and Electronics Engineering,2016,2004-12-06
Timothy,Johnson,2874003722,3.26,Biology,2015,2004-12-04
Richard,Phillips,2742370494,1.13,Tourism,2013,2004-12-03
Elizabeth,Ortiz,1762346977,2.71,Food Engineering,2015,2004-12-03
Charles,Robinson,1601527649,2.62,History,2011,2004-12-01
Rhonda,Vincent,1809137321,2.37,Biology,2022,2004-12-01
Whitney,Holden,1462192245,1.71,Industrial Engineering,2018,2004-11-28
Dennis,Avila,2386770341,3.47,Tourism,2011,2004-11-26
William,Thompson,2560392045,1.97,Civil Engineering,2013,2004-11-25
Darrell,Jackson,2568018278,3.71,Law,2021,2004-11-24
Amy,Jimenez,2420897348,1.64,Electrical and Electronics Engineering,2015,2004-11-22
Christopher,Davis,2498545694,2.21,Environmental Engineering,2016,2004-11-18
Tina,Sparks,1851438124,3.98,History,2020,2004-11-15
Jamie,Evans,1324486199,1.46,Psychology,2016,2004-11-06
Dalton,Johnson,1384972476,2.3,Civil Engineering,2021,2004-11-05
Dana,Pitts,2308482778,3.99,Literature,2010,2004-11-05
Cameron,Nelson,2905469161,1.59,Civil Engineering,2019,2004-11-05
Sarah,Roman,1665932871,2.48,Environmental Engineering,2014,2004-11-04
Holly,Moss,2923409287,3.45,Law,2016,2004-11-03
Danielle,Bass,1663544707,1.51,Environmental Engineering,2017,2004-11-03
Ian,Keith,1703632126,1.53,Literature,2011,2004-11-02
Jamie,Copeland,1446145428,1.83,Literature,2012,2004-10-27
Ashley,Powell,2215834929,3.24,History,2014,2004-10-20
Melissa,Cruz,1300373055,3.31,Architecture,2018,2004-10-20
Christopher,Wilson,2168220133,3.86,Law,2010,2004-10-19
Monique,Chen,1659053051,3.31,Architecture,2020,2004-10-19
Deborah,Rowland,1420004707,2.65,Agricultural Engineering,2017,2004-10-19
Phillip,Morris,1415381847,2.22,Sociology,2013,2004-10-14
Victoria,Turner,2618498507,2.31,Chemical Engineering,2017,2004-10-14
Daniel,Smith,1750853131,2.61,Physics,2012,2004-10-12
Matthew,Pitts,2574073521,3.74,Sociology,2011,2004-10-10
Kevin,West,1198115780,1.36,Literature,2020,2004-10-10
Brittany,Mitchell,2329204190,2.64,Environmental Engineering,2011,2004-10-08
Matthew,Hutchinson,2682637868,3.89,Psychology,2011,2004-10-07
Holly,Martin,1089150882,1.82,Agricultural Engineering,2021,2004-10-06
Lisa,Gilbert,1449692910,1.09,Chemical Engineering,2010,2004-10-03
Barbara,Perry,1739237132,1.27,Industrial Engineering,2022,2004-10-02
Joseph,King,2830735549,3.52,Mechanical Engineering,2017,2004-10-02
Justin,Smith,2181339324,2.86,Mechanical Engineering,2010,2004-09-26
Roger,Fitzgerald,2909901608,2.05,Agricultural Engineering,2012,2004-09-23
Rebecca,Welch,1528286839,3.45,Biology,2010,2004-09-22
Sara,Hensley,1482969733,3.79,Civil Engineering,2014,2004-09-19
Jonathan,Wilson,1538258518,1.96,Civil Engineering,2011,2004-09-14
Ashley,Mooney,2175120968,3.12,History,2021,2004-09-14
Richard,Cook,1712778149,1.1,Law,2016,2004-09-09
Kathleen,Garza,2012357604,2.99,Mechanical Engineering,2014,2004-09-08
Rebecca,Stewart,1716742537,2.41,Tourism,2010,2004-09-08
Jerry,Wilson,2452249251,1.68,Civil Engineering,2018,2004-09-08
Mary,Duncan,1282676516,1.07,Architecture,2022,2004-09-07
Veronica,Small,1133325843,3.54,Sociology,2011,2004-09-06
Scott,Murphy,1584236190,3.7,Agricultural Engineering,2012,2004-09-06
Stacy,Miller,1809951230,3.81,Computer Engineering,2016,2004-09-05
Lindsay,Torres,1010062406,3.68,Tourism,2020,2004-09-03
Barbara,Turner,1968188064,3.86,Psychology,2019,2004-09-03
Edward,Lopez,2276929520,3.78,Electrical and Electronics Engineering,2014,2004-08-27
Cynthia,Page,1493807356,2.64,History,2018,2004-08-21
Jim,Moore,1350473616,3.36,Tourism,2010,2004-08-20
Jesse,Macias,2619139532,2.6,Maritime Studies,2022,2004-08-20
James,Hutchinson,1263771710,1.36,Psychology,2011,2004-08-20
Adam,Rivas,2754647052,2.9,Electrical and Electronics Engineering,2020,2004-08-19
Christine,York,1320201547,2.12,Chemistry,2020,2004-08-18
Joseph,Carter,1300291447,1.55,Business Administration,2017,2004-08-11
Bradley,Williams,2069393946,1.74,Food Engineering,2015,2004-08-08
Kayla,Mclaughlin,1297122029,2.01,History,2013,2004-08-06
Jesse,Novak,1248436247,2.17,Environmental Engineering,2016,2004-08-06
Justin,Stafford,1719843932,3.55,Environmental Engineering,2015,2004-08-03
Dominique,Davis,1199242023,2.11,Maritime Studies,2016,2004-08-02
Cole,Berry,1991210925,1.92,Agricultural Engineering,2010,2004-07-23
Mike,Shepherd,1118825771,3.8,Food Engineering,2022,2004-07-23
Matthew,Landry,1677850902,3.94,Electrical and Electronics Engineering,2022,2004-07-14
Ryan,Navarro,1881165345,2.86,Computer Engineering,2020,2004-07-06
Stephanie,Smith,1162392522,1.88,Computer Engineering,2013,2004-07-05
John,Austin,1941370176,2.21,Computer Engineering,2015,2004-07-04
Randall,Ruiz,2281042553,3.46,Literature,2019,2004-06-28
Richard,Lewis,2373202659,2.65,Environmental Engineering,2012,2004-06-26
Shawn,Massey,2282295304,2.58,Biology,2015,2004-06-24
Anthony,Lewis,1599995214,3.58,Mechanical Engineering,2016,2004-06-24
William,Bush,2491474721,2.27,Agricultural Engineering,2014,2004-06-23
Danny,Perry,2275021672,3.47,Physics,2011,2004-06-22
Jackie,Rios,2669427810,1.08,Chemical Engineering,2020,2004-06-21
Melissa,Rodriguez,1583288399,1.76,Physics,2019,2004-06-19
Leslie,Strong,2056197699,1.1,Food Engineering,2021,2004-06-18
Robert,Wallace,2236893523,2.81,Sociology,2017,2004-06-17
Richard,Stewart,2101033579,1.44,Food Engineering,2010,2004-06-15
Jennifer,Lewis,1207697400,3.15,Sociology,2015,2004-06-14
Andrew,Gomez,2546396573,1.17,Tourism,2012,2004-06-14
David,Nelson,2927502445,2.63,Chemistry,2010,2004-06-13
Robert,Allen,2896781853,3.82,Mechanical Engineering,2019,2004-06-12
Christopher,Adams,1025208643,3.28,Biology,2016,2004-06-07
Brandon,Alexander,2819343979,1.38,History,2013,2004-06-06
Cynthia,Meza,1479104587,1.65,Biology,2021,2004-06-06
Kyle,Thornton,1786885409,2.08,Mathematics,2017,2004-05-28
Raymond,Pierce,1750035476,3.21,Sociology,2022,2004-05-28
Amanda,Yoder,1350214108,1.48,Industrial Engineering,2019,2004-05-27
Tracy,Smith,2103364383,1.72,Mathematics,2019,2004-05-26
Thomas,Anderson,1753183106,2.72,History,2010,2004-05-25
Nathaniel,Bowman,2403662349,2.16,Computer Engineering,2021,2004-05-24
Brittany,Salas,2761240209,1.01,Tourism,2010,2004-05-23
Jessica,Jones,1318120427,1.35,Sociology,2015,2004-05-21
Erin,Cohen,2788908855,2.99,Chemistry,2010,2004-05-21
Ernest,Obrien,1635828966,3.1,Agricultural Engineering,2011,2004-05-20
Jessica,Jackson,2039805354,3.22,Electrical and Electronics Engineering,2017,2004-05-17
April,Newton,1830916387,3.08,Law,2015,2004-05-17
Carolyn,Durham,1363811849,3.38,Physics,2010,2004-05-17
William,Nelson,1705303640,2.15,Food Engineering,2017,2004-05-15
Amanda,Jacobs,1556796107,2.76,Mathematics,2016,2004-05-14
Taylor,Galvan,2024597811,2.03,Industrial Engineering,2022,2004-05-03
Joyce,Cox,1281757157,2.73,Chemistry,2021,2004-04-28
Jill,Bowman,2136962128,1.13,History,2022,2004-04-26
Michele,Johnson,1567026151,2.22,Chemical Engineering,2013,2004-04-25
Stacey,Peterson,1141481669,1.91,Psychology,2014,2004-04-24
Ethan,King,2751457546,1.94,Psychology,2018,2004-04-18
Aaron,Johnson,1275562050,2.01,Computer Engineering,2019,2004-04-16
Tracy,Harvey,2409822203,2.76,Industrial Engineering,2018,2004-04-16
Krista,Thompson,1125894090,1.53,Food Engineering,2012,2004-04-16
Kristin,Sweeney,2217725320,2.84,Law,2017,2004-04-13
Samuel,Orozco,1436113335,1.09,Agricultural Engineering,2014,2004-04-13
Jared,Coleman,1215160829,3.48,Sociology,2019,2004-04-11
Mark,Mcdowell,1379153409,3.68,Environmental Engineering,2014,2004-04-11
Chad,Campbell,2999260217,2.77,Mechanical Engineering,2015,2004-04-07
Rodney,Medina,1121600716,1.29,Chemistry,2017,2004-04-05
Shannon,Barrett,2495658955,3.67,Environmental Engineering,2012,2004-04-04
Sara,Dawson,2134175795,3.25,Food Engineering,2016,2004-04-02
Eric,Aguilar,2109416119,2.44,Environmental Engineering,2011,2004-03-28
Kathy,Silva,1673451469,2.51,Mechanical Engineering,2020,2004-03-27
Shawn,Brown,2955705103,1.77,Computer Engineering,2020,2004-03-27
Steven,Weaver,1544052313,1.22,Sociology,2022,2004-03-23
Daniel,Chen,1698819838,1.17,Mathematics,2019,2004-03-23
Randy,Garcia,1484817267,3.37,Electrical and Electronics Engineering,2021,2004-03-21
Peter,Jones,1481153338,3.16,Biology,2016,2004-03-16
Sarah,King,1632796909,2.85,Food Engineering,2016,2004-03-14
Amy,Fernandez,2810352723,1.42,Business Administration,2022,2004-03-11
Nichole,Sanchez,2161700468,3.66,Civil Engineering,2011,2004-03-09
Heather,Gross,2199064206,2.03,Chemistry,2018,2004-03-08
Yolanda,Lewis,2309865683,1.28,Civil Engineering,2012,2004-03-08
Carlos,Weber,2886536365,2.57,History,2022,2004-03-07
Justin,Simmons,2851836058,3.08,Sociology,2018,2004-03-06
Todd,Kelley,2490651620,1.33,Literature,2022,2004-03-02
Jennifer,Meyer,2277943835,1.02,Business Administration,2022,2004-02-28
Jonathan,Glover,2324324303,1.29,Literature,2016,2004-02-25
Jeff,Sellers,2371241044,3.52,Sociology,2010,2004-02-23
Kristin,Leonard,2774898669,3.18,Environmental Engineering,2019,2004-02-23
Alexander,Brock,2039306372,3.32,Agricultural Engineering,2018,2004-02-16
Brett,Thomas,2563543179,2.83,Food Engineering,2018,2004-02-16
Brenda,Cook,2478786352,2.98,Food Engineering,2011,2004-02-15
Kathryn,Lyons,2783264124,1.14,Food Engineering,2015,2004-02-12
John,Rogers,2131599910,2.18,Chemical Engineering,2011,2004-02-09
Zachary,Sanchez,2099121271,3.51,Maritime Studies,2019,2004-02-08
Brianna,Hernandez,2588016791,3.21,Mathematics,2013,2004-02-06
Cole,Contreras,2175399282,1.64,Chemical Engineering,2011,2004-02-06
Stephen,Morales,1738438466,1.18,Law,2017,2004-02-05
John,Reynolds,1283046841,3.44,Environmental Engineering,2017,2004-02-03
Omar,Rivers,2679170540,3.96,Business Administration,2021,2004-01-28
Gloria,Richard,2114289047,1.31,Biology,2014,2004-01-27
Kevin,Hawkins,1559073592,3.94,Law,2013,2004-01-21
Barry,Smith,2198939448,2.16,Industrial Engineering,2022,2004-01-17
Ashley,Ballard,1612127599,1.8,Chemical Engineering,2018,2004-01-15
Traci,Bennett,2171660592,1.4,Sociology,2012,2004-01-15
Ana,Herrera,2751218492,1.25,Computer Engineering,2018,2004-01-14
Maria,Reyes,2309472031,1.96,Civil Engineering,2012,2004-01-10
Christian,Norton,2439640443,2.86,Physics,2011,2004-01-06
Joseph,Ochoa,1057323046,1.32,Sociology,2017,2003-12-27
Christopher,Cunningham,2788404608,3.51,Business Administration,2010,2003-12-26
Christopher,Page,2457199245,1.49,Computer Engineering,2018,2003-12-26
Christopher,Nelson,2236191134,2.35,Computer Engineering,2013,2003-12-21
Mark,Brown,2871830553,1.11,Chemistry,2013,2003-12-20
Kathryn,Riggs,2391552838,3.0,Maritime Studies,2020,2003-12-20
Kyle,Flynn,1425027595,2.44,Tourism,2010,2003-12-19
Matthew,Garcia,1729486644,1.07,Chemistry,2012,2003-12-16
April,Cox,1905581871,2.96,Food Engineering,2018,2003-12-16
Robert,Perkins,1342195835,1.83,Architecture,2021,2003-12-16
John,Chandler,2223446220,2.9,Chemistry,2021,2003-12-14
Lisa,Lane,1275944136,3.03,Chemical Engineering,2015,2003-12-11
Gregory,Miller,1949594745,2.48,Chemical Engineering,2015,2003-12-11
Corey,Wells,1258698324,1.85,Maritime Studies,2012,2003-12-11
Bryan,Merritt,1345664990,1.06,Food Engineering,2018,2003-12-07
Brittany,Tucker,2185063277,2.12,Agricultural Engineering,2018,2003-12-02
Hector,Bowen,1368064487,3.92,Agricultural Engineering,2021,2003-11-27
Maurice,Robbins,1803638099,1.79,Biology,2021,2003-11-25
Kim,Harper,1736580761,1.53,Sociology,2022,2003-11-21
Grace,Thomas,2386477201,3.33,Civil Engineering,2014,2003-11-18
Bradley,Dominguez,2481179393,2.4,History,2012,2003-11-17
Sarah,Roberts,2240063477,3.8,Biology,2012,2003-11-15
